id,lightspeed_id,collection,customerID,subtotal,discount,salesTax,salesTaxPercent,total,amountCaptured,paymentComplete,depositType,workorderIDs,transactionIDs,depositsApplied,millis,_importSource
2200000000675,67,completed-sales,2000000000824,0,0,0,0,0,0,true,,2500000000935,,,1671111221000,lightspeed
2200000000682,68,completed-sales,2000000000220,0,0,0,0,0,0,true,,2500000000225,,,1671111340000,lightspeed
2200000000705,70,completed-sales,2000000000671,0,0,0,0,0,0,true,,2500000000805,,,1671136598000,lightspeed
2200000000712,71,completed-sales,2000000000886,0,0,0,0,0,0,true,,2500000001000,,,1671224291000,lightspeed
2200000000729,72,completed-sales,2000000000794,0,0,0,0,0,0,true,,2500000000898,,,1671224327000,lightspeed
2200000000736,73,completed-sales,2000000000770,0,0,0,0,0,0,true,,2500000000867,,,1671224367000,lightspeed
2200000000743,74,completed-sales,2000000000756,0,0,0,0,0,0,true,,2500000000843,,,1671224385000,lightspeed
2200000000750,75,completed-sales,2000000000367,0,0,0,0,0,0,true,,2500000000737;2500000000775;2500000000928,,,1671224460000,lightspeed
2200000000767,76,completed-sales,2000000000367,0,0,0,0,0,0,true,,2500000000706,,,1671224475000,lightspeed
2200000000774,77,completed-sales,2000000000107,0,0,0,0,0,0,true,,2500000000720,,,1671231929000,lightspeed
2200000000781,78,completed-sales,2000000000275,0,0,0,0,0,0,true,,2500000000874,,,1671284055000,lightspeed
2200000000798,79,completed-sales,2000000000855,0,0,0,0,0,0,true,,2500000000973,,,1671303759000,lightspeed
2200000000804,80,completed-sales,2000000000909,0,0,0,0,0,0,true,,2500000001055,,,1671560416000,lightspeed
2200000000811,81,completed-sales,2000000000909,0,0,0,0,0,0,true,,,,,1671560438000,lightspeed
2200000000828,82,completed-sales,2000000000817,0,0,0,0,0,0,true,,2500000000911,,,1671560454000,lightspeed
2200000000835,83,completed-sales,2000000000718,0,0,0,0,0,0,true,,,,,1671560569000,lightspeed
2200000000842,84,completed-sales,2000000000909,0,0,0,0,0,0,true,,2500000001062,,,1671560614000,lightspeed
2200000000866,86,completed-sales,2000000000718,0,0,0,0,0,0,true,,2500000000799,,,1671562156000,lightspeed
2200000000873,87,completed-sales,2000000000831,0,0,0,0,0,0,true,,2500000000942,,,1671645174000,lightspeed
2200000000880,88,completed-sales,2000000000831,0,0,0,0,0,0,true,,2500000000966,,,1671645206000,lightspeed
2200000000897,89,completed-sales,2000000001050,0,0,0,0,0,0,true,,2500000001239,,,1671657538000,lightspeed
2200000000910,91,completed-sales,2000000000916,0,0,0,0,0,0,true,,2500000001079,,,1671733179000,lightspeed
2200000000927,92,completed-sales,2000000000961,0,0,0,0,0,0,true,,2500000001130,,,1671733199000,lightspeed
2200000000934,93,completed-sales,2000000000657,0,0,0,0,0,0,true,,2500000000690,,,1671733216000,lightspeed
2200000000941,94,completed-sales,2000000000923,0,0,0,0,0,0,true,,2500000001086,,,1671733239000,lightspeed
2200000000958,95,completed-sales,2000000000787,0,0,0,0,0,0,true,,2500000000881,,,1671733312000,lightspeed
2200000000965,96,completed-sales,2000000000947,0,0,0,0,0,0,true,,2500000001116,,,1671733327000,lightspeed
2200000000972,97,completed-sales,2000000000633,0,0,0,0,0,0,true,,2500000000676,,,1671733645000,lightspeed
2200000000989,98,completed-sales,2000000000527,0,0,0,0,0,0,true,,2500000000546,,,1671733672000,lightspeed
2200000000996,99,completed-sales,2000000000572,0,0,0,0,0,0,true,,2500000000607,,,1671733702000,lightspeed
2200000001009,100,completed-sales,2000000000978,0,0,0,0,0,0,true,,2500000001147,,,1671733829000,lightspeed
2200000001016,101,completed-sales,2000000001036,0,0,0,0,0,0,true,,2500000001215,,,1671733860000,lightspeed
2200000001023,102,completed-sales,2000000001067,0,0,0,0,0,0,true,,2500000001260,,,1671810360000,lightspeed
2200000001030,103,completed-sales,2000000000725,0,0,0,0,0,0,true,,2500000000812,,,1671811097000,lightspeed
2200000001047,104,completed-sales,2000000000800,0,0,0,0,0,0,true,,2500000000904,,,1671811148000,lightspeed
2200000001054,105,completed-sales,2000000000862,0,0,0,0,0,0,true,,2500000000980,,,1671811240000,lightspeed
2200000001061,106,completed-sales,2000000000848,0,0,0,0,0,0,true,,,,,1671812853000,lightspeed
2200000001078,107,completed-sales,2000000000121,1972,0,128,0.0649,2100,2100,true,,2500000000126,1,,1671827368000,lightspeed
2200000001085,108,completed-sales,2000000001098,0,0,0,0,0,0,true,,2500000001291,,,1671827392000,lightspeed
2200000001092,109,completed-sales,2000000000848,0,0,0,0,0,0,true,,2500000000959,,,1671829043000,lightspeed
2200000001108,110,completed-sales,2000000000985,0,0,0,0,0,0,true,,2500000001154,,,1671829721000,lightspeed
2200000001115,111,completed-sales,2000000001029,0,0,0,0,0,0,true,,2500000001208,,,1671908851000,lightspeed
2200000001122,112,completed-sales,2000000000367,0,0,0,0,0,0,true,,2500000001048,,,1671908892000,lightspeed
2200000001139,113,completed-sales,2000000001043,0,0,0,0,0,0,true,,2500000001222,,,1671908914000,lightspeed
2200000001146,114,completed-sales,2000000001074,0,0,0,0,0,0,true,,2500000001277,,,1672085704000,lightspeed
2200000001153,115,completed-sales,2000000001142,0,0,0,0,0,0,true,,2500000001369,,,1672089047000,lightspeed
2200000001160,116,completed-sales,2000000000855,0,0,0,0,0,0,true,,2500000001109,,,1672330739000,lightspeed
2200000001177,117,completed-sales,2000000000176,0,0,0,0,0,0,true,,2500000000171,,,1672330829000,lightspeed
2200000001184,118,completed-sales,2000000001111,0,0,0,0,0,0,true,,2500000001338,,,1672331161000,lightspeed
2200000001191,119,completed-sales,2000000001111,0,0,0,0,0,0,true,,2500000001321,,,1672331181000,lightspeed
2200000001207,120,completed-sales,2000000000954,0,0,0,0,0,0,true,,2500000001123,,,1672331201000,lightspeed
2200000001214,121,completed-sales,2000000000404,0,0,0,0,0,0,true,,2500000001420,,,1672349290000,lightspeed
2200000001221,122,completed-sales,2000000001159,0,0,0,0,0,0,true,,2500000001376,,,1672349318000,lightspeed
2200000001238,123,completed-sales,2000000001197,0,0,0,0,0,0,true,,2500000001437,,,1672429100000,lightspeed
2200000001245,124,completed-sales,2000000000169,0,0,0,0,0,0,true,,2500000000164,,,1672506633000,lightspeed
2200000001252,125,completed-sales,2000000001180,0,0,0,0,0,0,true,,2500000001406,,,1672513276000,lightspeed
2200000001269,126,completed-sales,2000000001203,0,0,0,0,0,0,true,,2500000001444,,,1672521144000,lightspeed
2200000001276,127,completed-sales,2000000001210,0,0,0,0,0,0,true,,2500000001451,,,1672521173000,lightspeed
2200000001283,128,completed-sales,2000000000954,0,0,0,0,0,0,true,,2500000001499,,,1672675012000,lightspeed
2200000001290,129,completed-sales,2000000001319,0,0,0,0,0,0,true,,2500000001598,,,1672782967000,lightspeed
2200000001306,130,completed-sales,2000000001302,0,0,0,0,0,0,true,,2500000001581,,,1672782984000,lightspeed
2200000001313,131,completed-sales,2000000001296,0,0,0,0,0,0,true,,2500000001574,,,1672783004000,lightspeed
2200000001320,132,completed-sales,2000000001104,0,0,0,0,0,0,true,,2500000001307,,,1672783033000,lightspeed
2200000001337,133,completed-sales,2000000000381,0,0,0,0,0,0,true,,2500000000409,,,1672840860000,lightspeed
2200000001344,134,completed-sales,2000000001289,0,0,0,0,0,0,true,,2500000001567,,,1672842917000,lightspeed
2200000001351,135,completed-sales,2000000001395,0,0,0,0,0,0,true,,2500000001741,,,1672869828000,lightspeed
2200000001368,136,completed-sales,2000000001265,0,0,0,0,0,0,true,,2500000001536,,,1672869856000,lightspeed
2200000001375,137,completed-sales,2000000001388,0,0,0,0,0,0,true,,2500000001703,,,1672939637000,lightspeed
2200000001382,138,completed-sales,2000000001463,0,0,0,0,0,0,true,,2500000001833,,,1673010751000,lightspeed
2200000001399,139,completed-sales,2000000000886,0,0,0,0,0,0,true,,2500000001888,,,1673010767000,lightspeed
2200000001412,141,completed-sales,2000000001425,0,0,0,0,0,0,true,,2500000001796,,,1673010928000,lightspeed
2200000001429,142,completed-sales,2000000001449,0,0,0,0,0,0,true,,2500000001819,,,1673010964000,lightspeed
2200000001436,143,completed-sales,2000000001340,0,0,0,0,0,0,true,,2500000001642,,,1673030880000,lightspeed
2200000001443,144,completed-sales,2000000001340,0,0,0,0,0,0,true,,2500000001659,,,1673030902000,lightspeed
2200000001450,145,completed-sales,2000000000855,0,0,0,0,0,0,true,,2500000001413,,,1673094051000,lightspeed
2200000001467,146,completed-sales,2000000001364,0,0,0,0,0,0,true,,2500000001680,,,1673195067000,lightspeed
2200000001474,147,completed-sales,2000000000763,0,0,0,0,0,0,true,,2500000001529,,,1673195293000,lightspeed
2200000001481,148,completed-sales,2000000001340,0,0,0,0,0,0,true,,2500000002014,,,1673195325000,lightspeed
2200000001498,149,completed-sales,2000000001340,0,0,0,0,0,0,true,,2500000001970,,,1673195341000,lightspeed
2200000001504,150,completed-sales,2000000001555,0,0,0,0,0,0,true,,,,,1673195365000,lightspeed
2200000001511,151,completed-sales,2000000001555,0,0,0,0,0,0,true,,2500000001956,,,1673195380000,lightspeed
2200000001528,152,completed-sales,2000000001531,0,0,0,0,0,0,true,,2500000001925,,,1673195466000,lightspeed
2200000001535,153,completed-sales,2000000001487,0,0,0,0,0,0,true,,2500000001857,,,1673195526000,lightspeed
2200000001542,154,completed-sales,2000000001456,0,0,0,0,0,0,true,,2500000001826,,,1673195546000,lightspeed
2200000001559,155,completed-sales,2000000001418,0,0,0,0,0,0,true,,2500000001772;2500000001789,,,1673195598000,lightspeed
2200000001566,156,completed-sales,2000000001500,0,0,0,0,0,0,true,,2500000001871,,,1673358516000,lightspeed
2200000001573,157,completed-sales,2000000001609,0,0,0,0,0,0,true,,2500000002083,,,1673390999000,lightspeed
2200000001580,158,completed-sales,2000000001715,0,0,0,0,0,0,true,,2500000002236,,,1673447052000,lightspeed
2200000001597,159,completed-sales,2000000001562,0,0,0,0,0,0,true,,2500000001987;2500000001994,,,1673448992000,lightspeed
2200000001610,161,completed-sales,2000000001616,0,0,0,0,0,0,true,,2500000002090;2500000002106;2500000002113,,,1673469993000,lightspeed
2200000001627,162,completed-sales,2000000001647,0,0,0,0,0,0,true,,2500000002144;2500000002151,,,1673470045000,lightspeed
2200000001634,163,completed-sales,2000000001722,0,0,0,0,0,0,true,,2500000002243,,,1673470099000,lightspeed
2200000001641,164,completed-sales,2000000001524,0,0,0,0,0,0,true,,2500000001901;2500000001918,,,1673470120000,lightspeed
2200000001658,165,completed-sales,2000000001654,0,0,0,0,0,0,true,,2500000002168;2500000002175,,,1673470146000,lightspeed
2200000001665,166,completed-sales,2000000001746,0,0,0,0,0,0,true,,2500000002267,,,1673470164000,lightspeed
2200000001672,167,completed-sales,2000000001586,0,0,0,0,0,0,true,,2500000002045,,,1673470185000,lightspeed
2200000001689,168,completed-sales,2000000001777,0,0,0,0,0,0,true,,2500000002304,,,1673473306000,lightspeed
2200000001696,169,completed-sales,2000000001845,0,0,0,0,0,0,true,,2500000002397,,,1673618811000,lightspeed
2200000001702,170,completed-sales,2000000001234,0,0,0,0,0,0,true,,2500000001482;2500000002052;2500000002274,,,1673618838000,lightspeed
2200000001719,171,completed-sales,2000000001227,0,0,0,0,0,0,true,,2500000001468,,,1673618892000,lightspeed
2200000001726,172,completed-sales,2000000000091,0,0,0,0,0,0,true,,2500000000096,,,1673618918000,lightspeed
2200000001733,173,completed-sales,2000000001623,0,0,0,0,0,0,true,,2500000002120,,,1673624522000,lightspeed
2200000001740,174,completed-sales,2000000001821,0,0,0,0,0,0,true,,2500000002465,,,1673624673000,lightspeed
2200000001757,175,completed-sales,2000000001814,0,0,0,0,0,0,true,,2500000002359;2500000002366,,,1673624716000,lightspeed
2200000001764,176,completed-sales,2000000001470,0,0,0,0,0,0,true,,,,,1673639355000,lightspeed
2200000001771,177,completed-sales,2000000001470,0,0,0,0,0,0,true,,2500000001840,,,1673639374000,lightspeed
2200000001788,178,completed-sales,2000000001623,0,0,0,0,0,0,true,,2500000002328,,,1673639408000,lightspeed
2200000001795,179,completed-sales,2000000001692,0,0,0,0,0,0,true,,2500000002212,,,1673642976000,lightspeed
2200000001801,180,completed-sales,2000000001869,0,0,0,0,0,0,true,,2500000002410,,,1673643011000,lightspeed
2200000001818,181,completed-sales,2000000001852,0,0,0,0,0,0,true,,2500000002403,,,1673643140000,lightspeed
2200000001825,182,completed-sales,2000000001739,0,0,0,0,0,0,true,,2500000002250,,,1673806825000,lightspeed
2200000001832,183,completed-sales,2000000000701,0,0,0,0,0,0,true,,2500000000768,,,1673806875000,lightspeed
2200000001849,184,completed-sales,2000000001265,0,0,0,0,0,0,true,,2500000001673,,,1673807464000,lightspeed
2200000001856,185,completed-sales,2000000001630,0,0,0,0,0,0,true,,2500000002137,,,1673807829000,lightspeed
2200000001870,187,completed-sales,2000000001807,0,0,0,0,0,0,true,,2500000002342,,,1673958636000,lightspeed
2200000001887,188,completed-sales,2000000001166,0,0,0,0,0,0,true,,2500000001383,,,1673958681000,lightspeed
2200000001894,189,completed-sales,2000000000091,0,0,0,0,0,0,true,,2500000002434,,,1673958704000,lightspeed
2200000001917,191,completed-sales,2000000001357,0,0,0,0,0,0,true,,2500000001666,,,1674048254000,lightspeed
2200000001924,192,completed-sales,2000000001494,0,0,0,0,0,0,true,,2500000001864,,,1674061039000,lightspeed
2200000001931,193,completed-sales,2000000002248,0,0,0,0,0,0,true,,2500000002861,,,1674134011000,lightspeed
2200000001948,194,completed-sales,2000000002033,0,0,0,0,0,0,true,,2500000002649,,,1674151057000,lightspeed
2200000001955,195,completed-sales,2000000001975,0,0,0,0,0,0,true,,2500000002588,,,1674156362000,lightspeed
2200000001962,196,completed-sales,2000000001883,0,0,0,0,0,0,true,,2500000002472;2500000002489,,,1674156399000,lightspeed
2200000001979,197,completed-sales,2000000000688,0,0,0,0,0,0,true,,2500000000744,,,1674489784000,lightspeed
2200000001986,198,completed-sales,2000000001920,0,0,0,0,0,0,true,,2500000002526,,,1674489809000,lightspeed
2200000001993,199,completed-sales,2000000002200,0,0,0,0,0,0,true,,2500000002816,,,1674489892000,lightspeed
2200000002006,200,completed-sales,2000000002095,0,0,0,0,0,0,true,,2500000002700,,,1674494581000,lightspeed
2200000002013,201,completed-sales,2000000001517,0,0,0,0,0,0,true,,2500000001895,,,1674494615000,lightspeed
2200000002020,202,completed-sales,2000000002163,0,0,0,0,0,0,true,,2500000002779,,,1674494650000,lightspeed
2200000002037,203,completed-sales,2000000001821,0,0,0,0,0,0,true,,2500000002373,,,1674494692000,lightspeed
2200000002044,204,completed-sales,2000000002217,0,0,0,0,0,0,true,,2500000002823,,,1674494755000,lightspeed
2200000002051,205,completed-sales,2000000000701,0,0,0,0,0,0,true,,2500000002458,,,1674740549000,lightspeed
2200000002068,206,completed-sales,2000000002460,0,0,0,0,0,0,true,,2500000003158,,,1674741368000,lightspeed
2200000002082,208,completed-sales,2000000002354,0,0,0,0,0,0,true,,2500000003011,,,1674749781000,lightspeed
2200000002099,209,completed-sales,2000000002392,0,0,0,0,0,0,true,,2500000003073,,,1674762342000,lightspeed
2200000002112,211,completed-sales,2000000001487,0,0,0,0,0,0,true,,2500000003042,,,1674762597000,lightspeed
2200000002129,212,completed-sales,2000000002729,0,0,0,0,0,0,true,,2500000003479,,,1674762667000,lightspeed
2200000002136,213,completed-sales,2000000002781,0,0,0,0,0,0,true,,2500000003554,,,1674763536000,lightspeed
2200000002143,214,completed-sales,2000000002415,0,0,0,0,0,0,true,,2500000003103,,,1674818128000,lightspeed
2200000002150,215,completed-sales,2000000002767,0,0,0,0,0,0,true,,2500000003530,,,1674818147000,lightspeed
2200000002167,216,completed-sales,2000000002569,0,0,0,0,0,0,true,,2500000003264,,,1674818170000,lightspeed
2200000002174,217,completed-sales,2000000001579,0,0,0,0,0,0,true,,2500000002021;2500000002038,,,1674818204000,lightspeed
2200000002181,218,completed-sales,2000000001708,0,0,0,0,0,0,true,,2500000002229,,,1674818221000,lightspeed
2200000002198,219,completed-sales,2000000001678,0,0,0,0,0,0,true,,2500000002199,,,1674818262000,lightspeed
2200000002204,220,completed-sales,2000000002507,0,0,0,0,0,0,true,,2500000003196;2500000003202,,,1674830462000,lightspeed
2200000002211,221,completed-sales,2000000001258,0,0,0,0,0,0,true,,2500000001512,,,1674840053000,lightspeed
2200000002228,222,completed-sales,2000000002026,0,0,0,0,0,0,true,,2500000002632,,,1674845112000,lightspeed
2200000002235,223,completed-sales,2000000002590,0,0,0,0,0,0,true,,2500000003301,,,1674913296000,lightspeed
2200000002242,224,completed-sales,2000000002316,0,0,0,0,0,0,true,,2500000002946,,,1675104583000,lightspeed
2200000002259,225,completed-sales,2000000002880,0,0,0,0,0,0,true,,2500000003660,,,1675208641000,lightspeed
2200000002266,226,completed-sales,2000000001258,0,0,0,0,0,0,true,,2500000003004,,,1675271709000,lightspeed
2200000002273,227,completed-sales,2000000001401,0,0,0,0,0,0,true,,2500000001758;2500000001765,,,1675273843000,lightspeed
2200000002280,228,completed-sales,2000000001371,0,0,0,0,0,0,true,,2500000001697,,,1675349945000,lightspeed
2200000002297,229,completed-sales,2000000001326,0,0,0,0,0,0,true,,2500000001604;2500000001611,,,1675431214000,lightspeed
2200000002303,230,completed-sales,2000000001593,0,0,0,0,0,0,true,,2500000002069,,,1675431235000,lightspeed
2200000002310,231,completed-sales,2000000002439,0,0,0,0,0,0,true,,,,,1675431289000,lightspeed
2200000002327,232,completed-sales,2000000002439,0,0,0,0,0,0,true,,2500000003127,,,1675431313000,lightspeed
2200000002334,233,completed-sales,2000000002477,0,0,0,0,0,0,true,,2500000003165,,,1675431349000,lightspeed
2200000002341,234,completed-sales,2000000002958,0,0,0,0,0,0,true,,2500000003790,,,1675431382000,lightspeed
2200000002358,235,completed-sales,2000000002989,0,0,0,0,0,0,true,,2500000003844,,,1675431435000,lightspeed
2200000002365,236,completed-sales,2000000002088,0,0,0,0,0,0,true,,2500000002694,,,1675431463000,lightspeed
2200000002372,237,completed-sales,2000000001418,0,0,0,0,0,0,true,,2500000003721,,,1675431640000,lightspeed
2200000002389,238,completed-sales,2000000002408,0,0,0,0,0,0,true,,2500000003097,,,1675435890000,lightspeed
2200000002396,239,completed-sales,2000000000381,0,0,0,0,0,0,true,,2500000001710;2500000001734,,,1675438340000,lightspeed
2200000002402,240,completed-sales,2000000002965,0,0,0,0,0,0,true,,2500000003806,,,1675455208000,lightspeed
2200000002419,241,completed-sales,2000000003023,0,0,0,0,0,0,true,,2500000003905,,,1675515103000,lightspeed
2200000002426,242,completed-sales,2000000003047,0,0,0,0,0,0,true,,2500000003929,,,1675515122000,lightspeed
2200000002433,243,completed-sales,2000000002521,0,0,0,0,0,0,true,,2500000003226,,,1675515139000,lightspeed
2200000002440,244,completed-sales,2000000003115,0,0,0,0,0,0,true,,2500000004032,,,1675786143000,lightspeed
2200000002457,245,completed-sales,2000000002927,0,0,0,0,0,0,true,,2500000003738,,,1675786191000,lightspeed
2200000002471,247,completed-sales,2000000003245,0,0,0,0,0,0,true,,2500000004223,,,1675889211000,lightspeed
2200000002488,248,completed-sales,2000000002996,0,0,0,0,0,0,true,,2500000003851;2500000003868,,,1675900902000,lightspeed
2200000002495,249,completed-sales,2000000003009,0,0,0,0,0,0,true,,2500000003875;2500000003882,,,1675900958000,lightspeed
2200000002501,250,completed-sales,2000000003122,0,0,0,0,0,0,true,,2500000004049;2500000004087,,,1675901001000,lightspeed
2200000002518,251,completed-sales,2000000003122,0,0,0,0,0,0,true,,2500000004254;2500000004261,,,1676046991000,lightspeed
2200000002525,252,completed-sales,2000000002453,0,0,0,0,0,0,true,,2500000003141;2500000003943,,,1676047015000,lightspeed
2200000002532,253,completed-sales,2000000001371,0,0,0,0,0,0,true,,2500000004193,,,1676128804000,lightspeed
2200000002549,254,completed-sales,2000000003221,0,0,0,0,0,0,true,,2500000004186,,,1676130504000,lightspeed
2200000002556,255,completed-sales,2000000003306,0,0,0,0,0,0,true,,2500000004315;2500000004322,,,1676639521000,lightspeed
2200000002563,256,completed-sales,2000000003443,0,0,0,0,0,0,true,,2500000004513,,,1676639609000,lightspeed
2200000002570,257,completed-sales,2000000002736,0,0,0,0,0,0,true,,2500000004131,,,1676639692000,lightspeed
2200000002587,258,completed-sales,2000000002057,0,0,0,0,0,0,true,,2500000002663,,,1677068192000,lightspeed
2200000002594,259,completed-sales,2000000003283,0,0,0,0,0,0,true,,2500000004292,,,1677068247000,lightspeed
2200000002600,260,completed-sales,2000000003511,0,0,0,0,0,0,true,,2500000004599,,,1677068284000,lightspeed
2200000002617,261,completed-sales,2000000003542,0,0,0,0,0,0,true,,2500000004650,,,1677068305000,lightspeed
2200000002624,262,completed-sales,2000000003603,0,0,0,0,0,0,true,,2500000004728,,,1677068322000,lightspeed
2200000002631,263,completed-sales,2000000002415,0,0,0,0,0,0,true,,2500000005046,,,1677068379000,lightspeed
2200000002648,264,completed-sales,2000000003528,0,0,0,0,0,0,true,,2500000004612;2500000004629,,,1677092806000,lightspeed
2200000002655,265,completed-sales,2000000003665,0,0,0,0,0,0,true,,2500000004803;2500000004810,,,1677181213000,lightspeed
2200000002662,266,completed-sales,2000000003870,0,0,0,0,0,0,true,,2500000005077,,,1677186675000,lightspeed
2200000002754,275,completed-sales,2000000004082,1127,0,73,0.0648,1200,1200,true,,2500000005305,2,,1677347196000,lightspeed
2200000002761,276,completed-sales,,0,0,0,0,0,0,true,,,,,1677347722000,lightspeed
2200000002792,279,completed-sales,2000000003979,0,0,0,0,0,0,true,,2500000005176,,,1677593147000,lightspeed
2200000002822,282,completed-sales,2000000002538,0,0,0,0,0,0,true,,2500000005428,,,1677688531000,lightspeed
2200000002839,283,completed-sales,2000000004105,0,0,0,0,0,0,true,,2500000005329,,,1677691942000,lightspeed
2200000002945,294,completed-sales,2000000004211,0,0,0,0,0,0,true,,2500000005473;2500000005480,,,1677845875000,lightspeed
2200000002983,298,completed-sales,2000000003788,0,0,0,0,0,0,true,,2500000004964,,,1677942377000,lightspeed
2200000003065,306,completed-sales,2000000004204,0,0,0,0,0,0,true,,2500000005466;2500000005503,,,1678192774000,lightspeed
2200000003096,309,completed-sales,2000000004136,0,0,0,0,0,0,true,,2500000005374,,,1678213825000,lightspeed
2200000003102,310,completed-sales,2000000004044,0,0,0,0,0,0,true,,,,,1678215764000,lightspeed
2200000003119,311,completed-sales,2000000004440,0,0,0,0,0,0,true,,2500000005794,,,1678224155000,lightspeed
