"itemID","description","defaultCost","avgCost","upc","ean","customSku","manufacturerSku","categoryID","taxClassID","itemType","archived","timeStamp"
"159","Kickstand - PowerStance","0","0","","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"160","Install kickstand (labor)","0","0","","","","","1","1","default","false","2025-05-12T15:05:44+00:00"
"162","Mirror - Euphree Brand","0","0","","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"164","Sun Drifter - 7 Speed Aluminum","0","0","","","","","0","1","default","false","2025-03-05T03:03:30+00:00"
"166","Sunrace twist shifter (any speed)","0","0","","","","","0","1","default","false","2025-07-27T16:09:06+00:00"
"167","Schwalbe Road Cruiser","0","0","","","","","0","0","default","false","2025-03-11T16:18:41+00:00"
"168","Grips - Lock-On","0","0","","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"169","Tannus Armour - Fat","0","0","","","","","55","1","default","false","2025-03-05T17:40:13+00:00"
"172","Controller & LCD Display - BB Brand","0","0","","","","","58","1","default","false","2026-02-11T14:04:05+00:00"
"173","Controller - Custom Wiring & Installation","0","0","","","","","47","1","default","false","2026-02-13T15:07:43+00:00"
"174","HBAR MOUNT DELTA SMART PHONE HOLDER CADDY XL BK","18.49","0","799403297505","","","HL6500","0","1","default","false","2023-03-28T17:15:46+00:00"
"175","PEDALS SUNLT MTB PLASTIC 9/16in BLK","3.99","0","072774412013","","","","0","1","default","false","2026-03-05T14:52:15+00:00"
"180","Cable - XL - Brake/Shifter Cable","0","0","","","","","44","1","default","false","2025-03-05T15:23:26+00:00"
"181","Willis Stem Bag","0","0","","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"184","Schwalbe Marathon Tire","0","0","4026495850070","","","","0","1","default","false","2025-03-05T03:03:49+00:00"
"185","Hollywood Express 2 Bike Rack","0","0","","","","","0","0","default","false","2025-03-05T03:02:55+00:00"
"187","BASKET COVER BIKASE PET COVER f/DAIRYMAN (L)","31.39","31.39","859402006796","","","2017A","0","1","default","false","2024-03-15T18:16:05+00:00"
"188","BASKET RACKTIME RR RACTOP BASKIT 2.0 LG BK","33.29","33.29","","4048174864741","","23007","0","1","default","false","2025-03-23T18:15:18+00:00"
"189","BASKET RACKTIME RR RACTOP BASKIT TRUNK LG 2.0 BK","42.79","42.79","","4048174864703","","23012","0","1","default","false","2025-03-05T03:02:55+00:00"
"190","TIRE SUNLT 26x2.125 BK/WH CRUISER K927w/SUN LOGO KOMFORT WIRE","12.99","12.99","072774601554","","","","0","1","default","false","2024-12-31T18:29:39+00:00"
"191","Tannus Armour - Regular size tire","0","0","","","","","55","1","default","false","2025-03-05T17:39:14+00:00"
"194","Tannus Armour Installation Upcharge Labor","0","0","","","","","38","1","default","false","2025-03-05T17:40:27+00:00"
"195","Serfas Super Cruiser CRS-1","0","0","713835229828","","","","0","0","default","false","2025-03-05T03:02:55+00:00"
"196","SADDLE C9 MF CRU ES EM BK 11.75x10.75","15.99","15.79","888571077115","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"197","SADDLE C9 WEB SPRING 10.5x9.75 BK","29.99","0","888571001806","","","","0","1","default","false","2023-03-31T16:06:52+00:00"
"198","KICKSTAND PDW POWER STANCE CENTER BK","14.99","14.64","812938015489","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"199","KICKSTAND SUNLT ALY QUICK ADJ CENTER BK 24-29in","7.29","7.29","888571008751","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"200","KICKSTAND PDW POWER STANCE CENTER SL","14.99","14.823333333","812938015403","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"201","KICKSTAND SUNLT ALY QUICK ADJ CENTER SL 24-29in","7.29","7.29","888571008768","","","","0","1","default","false","2025-03-05T17:59:29+00:00"
"202","SHIFTER SUNLT UTILIT HB TRIGGER 3x7s PR","10.99","0","888571094174","","","","0","1","default","false","2025-03-05T17:59:38+00:00"
"203","SHIFTER SUNLT UTILIT HB TRIGGER 3x8s PR","11.99","0","888571094181","","","","0","1","default","false","2023-03-31T16:10:51+00:00"
"204","CHAIN KMC 1/2x1/8 S1 1s SL/BRN 112L","6.19","6.19","766759241025","","","S1 NP/BR-112L","0","1","default","false","2025-03-05T17:59:42+00:00"
"205","BRAKE LEVER CLK V ALY 2B PR BK/SL","7.99","7.99","5021646042358","5021646042358","","CLK-2B","0","1","default","false","2025-03-12T20:29:10+00:00"
"206","DER SUNRACE RDM41 SGS 7/8s DIRECT BK","9.99","9.99","4710944269734","4710944269734","","RDM41.LDB0.0S1.BX","46","1","default","false","2025-12-30T20:08:03+00:00"
"207","FW SINGLE SUNLT 22T 1/2x1/8","11.99","0","072774185214","","","","0","1","default","false","2025-03-05T17:59:46+00:00"
"208","TIRE SWB ROAD CRUISER 700x32 ACTIVE TWIN K-GUARD BK/BSK GN-COMPOUND WIRE","12.99","12.99","","4026495812528","","11101271","0","1","default","false","2025-03-05T03:03:49+00:00"
"209","Caliper - Disc - Cable Pull - BB Brand","0","0","","","","","41","1","default","false","2025-03-05T15:23:36+00:00"
"210","BELL SUNLT GEL BLACK","2.69","2.69","072774961245","","","","0","1","default","false","2024-09-10T23:44:05+00:00"
"211","CHAIN SRAM PC951 9s GY 114L POWERLINK","11.29","0","710845019517","","","86.2706.114.105","0","1","default","false","2025-03-05T17:59:50+00:00"
"213","KICKSTAND SUNLT ALY QUICK ADJ 24-29in STAY MOUNT BK","10.99","10.99","888571066782","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"214","Parts Cleaner - 1/2 can","0","0","","","","","0","1","default","false","2025-03-05T17:59:55+00:00"
"215","Parts Cleaner - 1 can","0","0","","","","","0","1","default","false","2025-03-05T17:59:59+00:00"
"217","Basket - Front - Euphree Brand","0","0","","","","","0","1","default","false","2025-03-05T03:02:55+00:00"
"219","Regular Innertube - cost price","0","0","","","","","0","0","default","false","2023-04-14T14:13:40+00:00"
"220","BRAKE CLPR TEKTRO 837AL V ForR SL","8.19","8.19","4717592022865","4717592022865","","837ALR","0","1","default","false","2025-03-05T17:51:34+00:00"
"221","Sunrace 8 Spd Cassette","0","0","","","","","0","1","default","false","2025-03-05T18:00:03+00:00"
"222","TOOL VALVE CORE REMOVER PARK VC-1","4.99","5.44","763477008572","","","VC-1","0","1","default","false","2025-04-24T20:59:52+00:00"
"225","TAPE & PLUGS OR8 CORK BLK","8.99","8.49","072774311729","","","","0","1","default","false","2025-09-06T15:36:36+00:00"
"226","CST 20x4 Knobby Fat Tire","0","0","","","","","0","1","default","false","2025-04-30T17:06:56+00:00"
"228","Chaoyang 26x4 Smooth Tread Fat Tire","0","0","","","","","0","0","default","false","2025-03-05T03:03:52+00:00"
"230","SADDLE C9 SPORT AIRFLOW LADIES SOFT TOUCH VINYL BK","16.99","16.99","072774493920","","","","0","1","default","false","2023-04-21T20:22:45+00:00"
"231","BB SET SUNLT SL26 68x103 SQ STL-CUP ENG SEALED BRG","10.99","10.99","888571002223","","","","0","1","default","false","2023-04-21T20:23:52+00:00"
"232","HEADSET OR8 TDLS SSR ALY 1-1/8 BK-AN","34.99","34.99","072774355617","","","","0","1","default","false","2023-04-21T20:41:51+00:00"
"233","CHAIN CONNEX 7R8 1s 3/32 SL 112L","18.49","18.49","","4041319001643","","2601-07R8-0220","0","1","default","false","2023-04-21T20:44:39+00:00"
"234","BAG BIKASE SEAT MOMENTUM MD 50ci BK","0","0","859195003545","","","1073","0","0","default","false","2023-04-22T13:34:23+00:00"
"235","BAG BIKASE SEAT MOMENTUM SM 25ci BK","17.99","0","859195003538","","","1081","0","1","default","false","2025-03-05T03:02:55+00:00"
"236","CATEYE AMPP 400 / ORB RC BIKE LIGHT SET:","26.99","0","4990173034840","","","","0","1","default","false","2023-04-22T13:56:50+00:00"
"237","LIGHT CATEYE HL-EL084RC TL-LD160RC AMPP400/ORB-RC COMBO BK","27.99","27.99","725012034842","","","8900971","0","1","default","false","2025-03-05T03:02:55+00:00"
"238","BAG DELTA TOP TRUNK BK EXPANDABLE TOP","21.89","0","799403203353","","","MS2000","0","1","default","false","2025-03-05T03:02:55+00:00"
"239","LOCK KRY LINK FOLDING KEEPER 585 KEY 85cmx3mm BK w/BRKT","41.59","41.59","720018004110","","","004110","0","1","default","false","2025-03-06T21:26:39+00:00"
"240","LOCK KRY LINK FOLDING KEEPER COMBO 85cmx3mm5cmx3mm BK w/BRKT","49.69","49.69","720018004837","","","004837","0","1","default","false","2025-12-06T18:34:05+00:00"
"241","LOCK KRYPTONITE CBL KRYPTOFLEX 1018 COMBO 6fx10m BK","12.69","12.69","720018005216","","","005216","0","1","default","false","2025-03-05T03:02:55+00:00"
"242","TIRE SUNLT 26x2.1 BK/BK ATB K850 WIRE MTB","11.49","11.49","072774590087","","","","0","1","default","false","2025-03-05T03:03:49+00:00"
"243","J&B ORIGIN8 CATALOG 150/box","0","0","072774006304","","","","0","0","default","false","2023-04-25T21:12:52+00:00"
"246","Spindrift Grapefruit Sparkling Water","0","0","856579002170","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"247","Spindrift Lime Sparkling Water","0","0","856579002804","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"248","Spindrift Lemon Sparkling Water","0","0","856579002194","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"249","Vitamin Water -- Acai Blueberry Pomegranite","0","0","786162150004","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"250","Vitamin Water -- Dragonfruit","0","0","786162010001","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"251","Vitamin Water -- Energy Tropical Citrus","0","0","786162080004","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"252","Yerbae -- Mango Passionfruit","0","0","853156007221","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"253","Yerbae -- Watermelon Strawberry","0","0","853156007207","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"254","Yerbae -- Black Cherry Pineapple","0","0","853156007436","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"258","Fiji Water","0","0","632565000012","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"259","Nature Valley -- Sweet & Salty Almond","0","0","016000442818","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"260","Miss Vickie's -- Sea Salt & Vinegar","0","0","028400012546","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"261","Miss Vickie's -- Jalapeno","0","0","028400012553","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"262","Miss Vickie's -- Sea Salt","0","0","028400009973","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"263","Nature's Bakery -- Raspberry Fig Bar","0","0","047495013054","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"264","Nature's Bakery -- Blueberry Fig Bar","0","0","047495112900","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"265","Planter's -- Honey Roasted Peanuts","0","0","029000017948","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"266","Planter's -- Roasted Salted Peanuts","0","0","029000017931","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"267","Planter's -- Cashews","0","0","029000017955","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"268","Pure Protein -- Chocolate Peanut Butter","0","0","749826126487","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"269","Pure Protein -- Chocolate Peanut Caramel","0","0","749826306742","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"270","Pure Protein -- Chocolate Deluxe","0","0","749826126517","","","","0","1","default","false","2025-03-05T03:02:18+00:00"
"271","CHAIN SRAM PC1031 10s GY 114L","15.56","15.56","710845644672","","","92.2711.114.105","0","1","default","false","2023-08-17T18:21:05+00:00"
"272","Trike S/M","0","0","602573790670","","","","0","0","default","false","2023-04-27T18:57:12+00:00"
"273","Spoke -- Custom Order Ebike Spoke","0","0","","","","","37","1","default","false","2025-03-05T01:34:48+00:00"
