"workorderItemID","workorderID","itemID","unitQuantity","unitPrice","unitCost","note","tax","approved","warranty","isSpecialOrder","saleLineID","saleID","employeeID","discountID","timeStamp"
"28","655","130","2","20","","","true","false","false","false","725","399","5","0","2023-03-22T14:29:15+00:00"
"29","655","152","1","12","","","true","false","false","false","726","399","5","0","2023-03-22T14:29:15+00:00"
"30","655","151","1","15","","","true","false","false","false","727","399","5","0","2023-03-22T14:29:15+00:00"
"31","655","139","2","3","","","true","false","false","false","728","399","5","0","2023-03-22T14:29:15+00:00"
"32","654","135","1","22","","","true","false","false","false","729","400","5","0","2023-03-22T14:38:01+00:00"
"34","659","9","1","60","","","true","false","false","false","735","424","5","0","2023-03-23T17:26:19+00:00"
"35","659","141","1","10","","","true","false","false","false","736","424","5","0","2023-03-23T17:26:19+00:00"
"36","660","8","1","50","","","true","false","false","false","737","424","5","0","2023-03-23T17:26:22+00:00"
"37","660","141","1","10","","","true","false","false","false","738","424","5","0","2023-03-23T17:26:22+00:00"
"38","663","18","1","14.09","","","true","false","false","false","741","0","5","0","2023-03-22T16:52:08+00:00"
"39","663","15","1","27.23","","","true","false","false","false","742","0","5","0","2023-03-22T16:52:28+00:00"
"40","656","15","1","27.23","","","true","false","false","false","744","427","5","0","2023-03-24T13:05:46+00:00"
"45","460","16","4","10.33","","","true","false","false","false","749","0","5","0","2023-03-22T17:12:01+00:00"
"46","460","139","8","3","","","true","false","false","false","750","0","5","0","2023-03-22T17:12:35+00:00"
"47","460","19","5","5","","","true","false","false","false","751","0","5","0","2023-03-22T17:12:37+00:00"
"48","460","112","4","18","","","true","false","false","false","753","0","5","0","2023-03-22T17:13:28+00:00"
"49","650","157","1","25","","","true","false","false","false","764","431","5","0","2023-03-24T15:27:41+00:00"
"50","666","128","1","70","","","true","false","false","false","767","465","5","0","2023-03-28T16:33:34+00:00"
"51","666","127","1","60","","","true","false","false","false","768","465","5","0","2023-03-28T16:33:34+00:00"
"53","666","139","4","3","","","true","false","false","false","770","465","5","0","2023-03-28T16:33:34+00:00"
"55","666","16","2","10.33","","","true","false","false","false","772","465","5","0","2023-03-28T16:33:34+00:00"
"57","666","9","1","60","","","true","false","false","false","774","465","5","0","2023-03-28T16:33:34+00:00"
"58","668","158","1","25","","","true","false","false","false","793","425","5","0","2023-03-23T18:49:59+00:00"
"59","668","139","2","3","","","true","false","false","false","794","425","5","0","2023-03-23T18:49:59+00:00"
"60","668","19","2","5","","","true","false","false","false","795","425","5","0","2023-03-23T18:49:59+00:00"
"61","667","117","1","20","","","true","false","false","false","805","433","5","0","2023-03-24T16:05:49+00:00"
"62","671","139","2","3","","","true","false","false","false","817","439","5","0","2023-03-24T18:40:44+00:00"
"63","671","19","2","5","","","true","false","false","false","818","439","5","0","2023-03-24T18:40:44+00:00"
"64","671","135","1","22","","","true","false","false","false","820","439","5","0","2023-03-24T18:40:44+00:00"
"65","671","142","2","12","","","true","false","false","false","821","439","5","0","2023-03-24T18:40:44+00:00"
"66","671","112","1","18","","","true","false","false","false","822","439","5","0","2023-03-24T18:40:44+00:00"
"67","674","164","1","700","","","true","false","false","false","826","437","5","0","2023-03-24T18:18:33+00:00"
"68","673","165","1","10","","","true","false","false","false","827","446","5","0","2023-03-25T15:04:56+00:00"
"69","673","166","1","10","","","true","false","false","false","828","446","5","0","2023-03-25T15:04:56+00:00"
"70","665","9","1","60","","","true","false","false","false","830","0","5","0","2023-03-24T18:33:03+00:00"
"71","665","139","1","3","","","true","false","false","false","831","0","5","0","2023-03-24T18:33:14+00:00"
"72","665","143","1","3","","","true","false","false","false","832","0","5","0","2023-03-24T18:33:18+00:00"
"73","672","167","2","35","","","true","false","false","false","833","445","5","0","2023-03-25T14:11:23+00:00"
"74","672","9","1","60","","","true","false","false","false","841","445","5","0","2023-03-25T14:11:24+00:00"
"75","676","13","1","17.84","","","true","false","false","false","853","450","5","0","2023-03-25T15:58:48+00:00"
"76","676","17","1","19.72","","","true","false","false","false","854","450","5","0","2023-03-25T15:58:48+00:00"
"77","676","169","1","80","","","true","false","false","false","855","450","5","0","2023-03-25T15:58:48+00:00"
"78","681","142","2","12","","","true","false","false","false","861","453","5","0","2023-03-25T17:17:00+00:00"
"79","681","171","2","20","","","false","false","false","false","862","453","5","0","2023-03-25T17:17:00+00:00"
"80","680","142","2","12","","","true","false","false","false","863","452","5","0","2023-03-25T17:16:07+00:00"
"81","680","171","2","20","","","false","false","false","false","864","452","5","0","2023-03-25T17:16:07+00:00"
"82","622","172","1","120","","","true","false","false","false","865","455","5","0","2023-03-26T14:35:54+00:00"
"83","622","173","1","180","","","true","false","false","false","866","455","5","0","2023-03-26T14:35:54+00:00"
"84","622","157","1","25","","","true","false","false","false","869","455","5","0","2023-03-26T14:35:54+00:00"
"85","645","176","1","60","","","true","false","false","false","871","457","1","0","2023-03-28T14:04:34+00:00"
"89","684","174","1","36","","","true","false","false","false","896","480","5","0","2023-03-28T20:31:34+00:00"
"90","684","162","1","30","","","true","false","false","false","897","480","5","0","2023-03-28T20:31:34+00:00"
"91","685","141","1","10","","","true","false","false","false","898","473","5","0","2023-03-28T17:46:50+00:00"
"92","685","156","1","20","","","true","false","false","false","899","473","5","0","2023-03-28T17:46:50+00:00"
"93","685","185","1","120","","","true","false","false","false","900","473","5","0","2023-03-28T17:46:50+00:00"
"96","686","6","1","13.15","","","true","false","false","false","904","477","5","0","2023-03-28T19:38:23+00:00"
"98","686","16","2","10.32","","","true","false","false","false","906","477","5","0","2023-03-28T19:38:23+00:00"
"99","643","157","1","25","","","true","false","false","false","909","504","5","0","2023-03-30T15:28:57+00:00"
"100","495","124","1","70","","","true","false","false","false","910","484","5","0","2023-03-29T14:28:16+00:00"
"101","495","125","1","75","","","true","false","false","false","911","484","5","0","2023-03-29T14:28:16+00:00"
"102","495","139","2","3","","","true","false","false","false","913","484","5","0","2023-03-29T14:28:16+00:00"
"103","495","19","2","5","","","true","false","false","false","914","484","5","0","2023-03-29T14:28:16+00:00"
"104","495","16","2","10.32","","","true","false","false","false","915","484","5","0","2023-03-29T14:28:16+00:00"
"105","495","142","2","12","","","true","false","false","false","917","484","5","0","2023-03-29T14:28:16+00:00"
"106","494","124","1","70","","","true","false","false","false","918","484","5","0","2023-03-29T14:28:12+00:00"
"107","494","125","1","75","","","true","false","false","false","919","484","5","0","2023-03-29T14:28:12+00:00"
"108","494","139","2","3","","","true","false","false","false","921","484","5","0","2023-03-29T14:28:12+00:00"
"109","494","19","2","5","","","true","false","false","false","922","484","5","0","2023-03-29T14:28:12+00:00"
"110","494","116","1","35","","","true","false","false","false","924","484","5","0","2023-03-29T14:28:12+00:00"
"111","494","142","2","12","","","true","false","false","false","925","484","5","0","2023-03-29T14:28:12+00:00"
"112","686","186","1","43","","","true","false","false","false","926","477","5","0","2023-03-28T19:38:23+00:00"
"113","684","176","1","60","","","true","false","false","false","930","480","4","0","2023-03-28T20:31:34+00:00"
"114","626","6","2","13.15","","","true","false","false","false","938","571","5","0","2023-04-06T18:00:53+00:00"
"115","626","16","2","10.32","","","true","false","false","false","939","571","5","0","2023-04-06T18:00:53+00:00"
"116","699","157","1","25","","","true","false","false","false","986","501","5","0","2023-03-30T15:22:41+00:00"
"117","664","123","1","60","","","true","false","false","false","988","529","5","0","2023-03-31T18:31:29+00:00"
"118","664","122","1","50","","","true","false","false","false","989","529","5","0","2023-03-31T18:31:29+00:00"
"119","664","166","1","10","","","true","false","false","false","991","529","5","0","2023-03-31T18:31:29+00:00"
"120","664","5","1","45","","","true","false","false","false","992","529","5","0","2023-03-31T18:31:29+00:00"
"121","664","16","2","10.32","","","true","false","false","false","993","529","5","0","2023-03-31T18:31:29+00:00"
"122","664","140","2","2","","","true","false","false","false","994","529","5","0","2023-03-31T18:31:29+00:00"
"123","593","157","1","25","","","true","false","false","false","995","495","5","0","2023-03-29T19:56:11+00:00"
"124","638","191","2","60","","","true","false","false","false","1000","498","5","0","2023-03-30T14:48:35+00:00"
"125","657","139","1","3","","","true","false","false","false","1013","543","5","0","2023-04-04T14:03:00+00:00"
"126","657","143","1","3","","","true","false","false","false","1014","543","5","0","2023-04-04T14:03:00+00:00"
"127","697","139","1","3","","","true","false","false","false","1016","523","5","0","2023-03-31T16:02:50+00:00"
"131","658","139","1","3","","","true","false","false","false","1027","567","5","0","2023-04-06T14:17:55+00:00"
"133","697","8","1","50","","","true","false","false","false","1029","523","5","0","2023-03-31T16:02:50+00:00"
"134","696","6","1","13.15","","","true","false","false","false","1035","526","1","0","2023-03-31T17:13:46+00:00"
"135","696","16","1","10.32","","","true","false","false","false","1036","526","1","0","2023-03-31T17:13:46+00:00"
"136","696","168","1","20","","","true","false","false","false","1037","526","1","0","2023-03-31T17:13:46+00:00"
"137","696","143","1","3","","","true","false","false","false","1038","526","1","0","2023-03-31T17:13:46+00:00"
"138","700","8","1","50","","","true","false","false","false","1041","510","2","0","2023-03-30T18:25:47+00:00"
"139","695","8","1","50","","","true","false","false","false","1042","526","5","0","2023-03-31T17:13:49+00:00"
"140","694","8","1","50","","","true","false","false","false","1051","526","5","0","2023-03-31T17:13:43+00:00"
"141","679","9","1","60","","","true","false","false","false","1052","538","5","0","2023-04-01T16:11:13+00:00"
"142","679","6","1","13.15","","","true","false","false","false","1054","538","5","0","2023-04-01T16:11:13+00:00"
"143","679","16","1","10.32","","","true","false","false","false","1055","538","5","0","2023-04-01T16:11:13+00:00"
"144","701","157","1","25","","","true","false","false","false","1057","521","5","0","2023-03-31T13:59:30+00:00"
"145","703","112","1","18","","","true","false","false","false","1060","522","5","0","2023-03-31T16:00:35+00:00"
"146","703","139","1","3","","","true","false","false","false","1061","522","5","0","2023-03-31T16:00:35+00:00"
"147","703","19","1","5","","","true","false","false","false","1062","522","5","0","2023-03-31T16:00:35+00:00"
"148","703","141","1","10","","","true","false","false","false","1063","522","5","0","2023-03-31T16:00:35+00:00"
"149","703","21","1","25","","","true","false","false","false","1064","522","5","0","2023-03-31T16:00:35+00:00"
"150","703","9","1","60","","","true","false","false","false","1065","522","5","0","2023-03-31T16:00:35+00:00"
"151","704","16","1","10.32","","","true","false","false","false","1069","530","5","0","2023-03-31T18:45:58+00:00"
"152","704","6","1","13.15","","","true","false","false","false","1070","530","5","0","2023-03-31T18:45:58+00:00"
"153","704","5","1","45","","","true","false","false","false","1071","530","5","0","2023-03-31T18:45:58+00:00"
"154","704","202","1","20","","","true","false","false","false","1072","530","5","0","2023-03-31T18:45:58+00:00"
"155","704","9","1","60","","","true","false","false","false","1074","530","5","0","2023-03-31T18:45:58+00:00"
"156","705","19","1","5","","","true","false","false","false","1082","531","5","0","2023-03-31T19:01:56+00:00"
"157","705","139","1","3","","","true","false","false","false","1083","531","5","0","2023-03-31T19:01:57+00:00"
"158","710","5","1","45","","","true","false","false","false","1100","536","5","0","2023-04-01T15:31:34+00:00"
"159","710","112","1","18","","","true","false","false","false","1101","536","5","0","2023-04-01T15:31:34+00:00"
"161","692","209","1","20","","","true","false","false","false","1134","559","5","0","2023-04-05T17:18:46+00:00"
"162","692","171","1","20","","","false","false","false","false","1135","559","5","0","2023-04-05T17:18:46+00:00"
"163","658","204","1","11.7","","","true","false","false","false","1143","567","5","0","2023-04-06T14:17:56+00:00"
"165","708","8","1","50","","","true","false","false","false","1154","561","5","0","2023-04-05T19:36:00+00:00"
"166","708","139","1","3","","","true","false","false","false","1155","561","5","0","2023-04-05T19:36:00+00:00"
"167","713","160","1","20","","","true","false","false","false","1156","561","5","0","2023-04-05T19:36:06+00:00"
"168","713","8","1","50","","","true","false","false","false","1157","561","5","0","2023-04-05T19:36:06+00:00"
"169","713","19","1","5","","","true","false","false","false","1158","561","5","0","2023-04-05T19:36:06+00:00"
"170","713","139","1","3","","","true","false","false","false","1159","561","5","0","2023-04-05T19:36:06+00:00"
"171","708","160","1","20","","","true","false","false","false","1160","561","5","0","2023-04-05T19:36:00+00:00"
"173","589","44","1","30","","","true","false","false","false","1166","555","5","0","2023-04-05T14:31:30+00:00"
"174","712","8","1","50","","","true","false","false","false","1173","560","5","0","2023-04-05T18:01:41+00:00"
"175","712","160","1","20","","","true","false","false","false","1174","560","5","0","2023-04-05T18:01:41+00:00"
"176","712","210","1","10","","","true","false","false","false","1175","560","5","0","2023-04-05T18:01:41+00:00"
"177","715","8","1","50","","","true","false","false","false","1176","560","5","0","2023-04-05T18:01:38+00:00"
"178","715","139","1","3","","","true","false","false","false","1177","560","5","0","2023-04-05T18:01:38+00:00"
"179","715","160","1","20","","","true","false","false","false","1178","560","5","0","2023-04-05T18:01:38+00:00"
"180","715","112","1","18","","","true","false","false","false","1179","560","5","0","2023-04-05T18:01:38+00:00"
"181","709","8","1","50","","","true","false","false","false","1186","563","5","0","2023-04-05T20:32:36+00:00"
"182","716","112","1","18","","","true","false","false","false","1189","593","1","0","2023-04-08T14:29:58+00:00"
"183","716","205","1","20","","","true","false","false","false","1190","593","1","0","2023-04-08T14:29:58+00:00"
"184","716","139","2","3","","","true","false","false","false","1192","593","1","0","2023-04-08T14:29:58+00:00"
"185","716","19","2","5","","","true","false","false","false","1193","593","1","0","2023-04-08T14:29:58+00:00"
"186","716","140","2","2","","","true","false","false","false","1194","593","1","0","2023-04-08T14:29:58+00:00"
"187","734","142","2","12","","","true","false","false","false","1198","0","1","0","2023-04-06T14:50:44+00:00"
"188","724","8","1","50","","","true","false","false","false","1200","570","5","0","2023-04-06T16:25:15+00:00"
"189","702","194","1","15","","","true","false","false","false","1210","600","5","0","2023-04-08T17:48:33+00:00"
"190","702","193","1","20","","","true","false","false","false","1211","600","5","0","2023-04-08T17:48:33+00:00"
"191","702","191","2","60","","","true","false","false","false","1212","600","5","0","2023-04-08T17:48:33+00:00"
"192","702","8","1","50","","","true","false","false","false","1213","600","5","0","2023-04-08T17:48:33+00:00"
"193","721","177","1","70","","","true","false","false","false","1219","614","5","0","2023-04-11T15:50:10+00:00"
"194","721","139","1","3","","","true","false","false","false","1220","614","5","0","2023-04-11T15:50:10+00:00"
"195","722","158","1","25","","","true","false","false","false","1226","630","5","0","2023-04-12T19:37:20+00:00"
"196","722","139","1","3","","","true","false","false","false","1227","630","5","0","2023-04-12T19:37:20+00:00"
"197","722","143","2","3","","","true","false","false","false","1228","630","5","0","2023-04-12T19:37:20+00:00"
"198","722","135","1","22","","","true","false","false","false","1229","630","5","0","2023-04-12T19:37:20+00:00"
"199","722","8","1","50","","","true","false","false","false","1230","630","5","0","2023-04-12T19:37:20+00:00"
"200","722","112","1","18","","","true","false","false","false","1232","630","5","0","2023-04-12T19:37:20+00:00"
"201","689","125","1","75","","","true","false","false","false","1233","588","5","0","2023-04-07T19:08:35+00:00"
"202","689","129","1","80","","","true","false","false","false","1234","588","5","0","2023-04-07T19:08:35+00:00"
"203","689","135","1","22","","","true","false","false","false","1235","588","5","0","2023-04-07T19:08:35+00:00"
"204","689","137","2","40","","","true","false","false","false","1236","588","5","0","2023-04-07T19:08:35+00:00"
"205","689","158","1","25","","","true","false","false","false","1239","588","5","0","2023-04-07T19:08:35+00:00"
"206","689","22","1","30","","","true","false","false","false","1240","588","5","0","2023-04-07T19:08:35+00:00"
"207","689","130","2","20","","","true","false","false","false","1241","588","5","0","2023-04-07T19:08:35+00:00"
"208","730","118","2","80","","","true","false","false","false","1242","582","5","0","2023-04-07T14:43:15+00:00"
"209","741","112","1","18","","","true","false","false","false","1243","629","5","0","2023-04-12T19:00:21+00:00"
"210","732","119","1","120","","","true","false","false","false","1254","0","5","0","2023-04-07T14:53:16+00:00"
"211","717","178","1","80","","","true","false","false","false","1273","594","5","0","2023-04-08T14:37:53+00:00"
"212","717","139","1","3","","","true","false","false","false","1274","594","5","0","2023-04-08T14:37:53+00:00"
"214","717","112","1","20","","","true","false","false","false","1276","594","5","0","2023-04-08T14:37:54+00:00"
"215","717","135","1","22","","","true","false","false","false","1277","594","5","0","2023-04-08T14:37:54+00:00"
"217","733","139","3","3","","","true","false","false","false","1279","609","5","0","2023-04-11T14:24:52+00:00"
"218","733","138","3","5","","","true","false","false","false","1280","609","5","0","2023-04-11T14:24:52+00:00"
"219","733","24","1","70","","","true","false","false","false","1281","609","5","0","2023-04-11T14:24:52+00:00"
"221","738","121","1","20","","","true","false","false","false","1283","599","5","0","2023-04-08T17:40:49+00:00"
"222","738","112","1","20","","","true","false","false","false","1284","599","5","0","2023-04-08T17:40:49+00:00"
"223","738","24","1","70","","","true","false","false","false","1285","599","5","0","2023-04-08T17:40:49+00:00"
"224","738","23","1","30","","","true","false","false","false","1286","599","5","0","2023-04-08T17:40:49+00:00"
"225","728","112","1","20","","","true","false","false","false","1303","662","1","0","2023-04-14T19:14:41+00:00"
"226","728","90","1","25","","","true","false","false","false","1304","662","1","0","2023-04-14T19:14:41+00:00"
"227","728","128","1","70","","","true","false","false","false","1305","662","1","0","2023-04-14T19:14:41+00:00"
"228","728","127","1","60","","","true","false","false","false","1306","662","1","0","2023-04-14T19:14:41+00:00"
"231","728","22","1","30","","","true","false","false","false","1309","662","1","0","2023-04-14T19:14:41+00:00"
"232","728","5","1","45","","","true","false","false","false","1310","662","1","0","2023-04-14T19:14:41+00:00"
"233","735","5","1","45","","","true","false","false","false","1312","602","1","0","2023-04-09T17:13:10+00:00"
"234","735","113","1","25","","","true","false","false","false","1313","602","1","0","2023-04-09T17:13:10+00:00"
"235","735","127","1","80","","","true","false","false","false","1314","602","1","0","2023-04-09T17:13:10+00:00"
"237","737","179","1","90","","","true","false","false","false","1316","608","1","0","2023-04-11T14:19:06+00:00"
"239","737","142","1","15","","","true","false","false","false","1318","608","1","0","2023-04-11T14:19:06+00:00"
"240","745","178","1","80","","","true","false","false","false","1319","606","1","0","2023-04-11T14:09:30+00:00"
"241","745","112","1","20","","","true","false","false","false","1320","606","1","0","2023-04-11T14:09:30+00:00"
"242","745","139","1","3","","","true","false","false","false","1321","606","1","0","2023-04-11T14:09:30+00:00"
"243","745","138","6","5","","","true","false","false","false","1322","606","1","0","2023-04-11T14:09:30+00:00"
"244","747","139","3","3","","","true","false","false","false","1331","615","5","0","2023-04-11T16:48:18+00:00"
"245","747","112","1","20","","","true","false","false","false","1332","615","5","0","2023-04-11T16:48:18+00:00"
"246","747","9","1","60","","","true","false","false","false","1333","615","5","0","2023-04-11T16:48:18+00:00"
"247","753","176","1","60","","","true","false","false","false","1336","616","4","0","2023-04-11T16:50:42+00:00"
"248","746","116","2","35","","","true","false","false","false","1361","632","5","0","2023-04-13T14:08:21+00:00"
"249","746","131","1","25","","","true","false","false","false","1362","632","5","0","2023-04-13T14:08:21+00:00"
"250","746","142","2","15","","","true","false","false","false","1363","632","5","0","2023-04-13T14:08:21+00:00"
"251","746","156","2","20","","","true","false","false","false","1364","632","5","0","2023-04-13T14:08:21+00:00"
"252","746","215","1","4","","","true","false","false","false","1365","632","5","0","2023-04-13T14:08:21+00:00"
"253","750","119","1","120","","","false","false","false","false","1373","635","5","0","2023-04-13T16:34:48+00:00"
"254","763","142","1","15","","","true","false","false","false","1374","642","5","0","2023-04-13T20:23:42+00:00"
"255","763","171","1","20","","","false","false","false","false","1375","642","5","0","2023-04-13T20:23:42+00:00"
"256","749","116","1","35","","","true","false","false","false","1378","633","5","0","2023-04-13T15:00:57+00:00"
"257","749","142","1","15","","","true","false","false","false","1379","633","5","0","2023-04-13T15:00:57+00:00"
"258","749","171","1","20","","","false","false","false","false","1380","633","5","0","2023-04-13T15:00:57+00:00"
"259","749","6","1","13.15","","","true","false","false","false","1381","633","5","0","2023-04-13T15:00:57+00:00"
"260","749","16","1","10.32","","","true","false","false","false","1382","633","5","0","2023-04-13T15:00:57+00:00"
"261","749","216","1","15","","","true","false","false","false","1383","633","5","0","2023-04-13T15:00:57+00:00"
"262","751","116","1","35","","","true","false","false","false","1391","638","1","0","2023-04-13T18:06:39+00:00"
"263","751","141","1","10","","","true","false","false","false","1394","638","5","0","2023-04-13T18:06:39+00:00"
"264","758","6","2","13.15","","","true","false","false","false","1402","0","4","0","2023-04-13T18:44:51+00:00"
"265","758","16","2","10.32","","","true","false","false","false","1403","0","4","0","2023-04-13T18:44:53+00:00"
"266","758","8","1","50","","","true","false","false","false","1404","0","4","0","2023-04-13T18:45:19+00:00"
"267","760","135","1","22","","","true","false","false","false","1405","640","4","0","2023-04-13T19:19:14+00:00"
"268","760","166","1","10","","","true","false","false","false","1406","640","4","0","2023-04-13T19:19:14+00:00"
"269","760","141","2","10","","","true","false","false","false","1407","640","4","0","2023-04-13T19:19:14+00:00"
"270","760","24","1","70","","","true","false","false","false","1408","640","4","0","2023-04-13T19:19:14+00:00"
"271","755","6","4","13.15","","","true","false","false","false","1409","648","4","0","2023-04-14T14:18:36+00:00"
"272","755","18","4","17","","","true","false","false","false","1410","648","4","0","2023-04-14T14:18:36+00:00"
"273","775","206","1","20","","","true","false","false","false","1412","641","5","0","2023-04-13T19:42:19+00:00"
"274","775","166","1","10","","","true","false","false","false","1413","641","5","0","2023-04-13T19:42:19+00:00"
"275","775","216","1","15","","","true","false","false","false","1415","641","5","0","2023-04-13T19:42:19+00:00"
"276","759","137","1","40","","","true","false","false","false","1417","643","5","0","2023-04-13T20:37:23+00:00"
"277","759","113","1","25","","","true","false","false","false","1418","643","5","0","2023-04-13T20:37:23+00:00"
"278","767","179","1","90","","","true","false","false","false","1427","650","5","0","2023-04-14T14:54:19+00:00"
"279","765","205","1","20","","","true","false","false","false","1428","660","5","0","2023-04-14T18:03:43+00:00"
"280","765","139","2","3","","","true","false","false","false","1429","660","5","0","2023-04-14T18:03:43+00:00"
"281","765","102","2","5","","","true","false","false","false","1430","660","5","0","2023-04-14T18:03:43+00:00"
"282","765","24","1","70","","","true","false","false","false","1432","660","5","0","2023-04-14T18:03:43+00:00"
"283","728","218","1","2.5","","","true","false","false","false","1433","662","5","0","2023-04-14T19:14:41+00:00"
"285","768","177","1","70","","","true","false","false","false","1435","653","5","0","2023-04-14T15:09:02+00:00"
"286","769","9","1","60","","","true","false","false","false","1436","656","5","0","2023-04-14T15:29:35+00:00"
"287","769","139","3","3","","","true","false","false","false","1437","656","5","0","2023-04-14T15:29:35+00:00"
"289","769","138","5","5","","","true","false","false","false","1439","656","5","0","2023-04-14T15:29:35+00:00"
"290","769","16","2","10.32","","","true","false","false","false","1440","656","5","0","2023-04-14T15:29:36+00:00"
"291","769","6","2","13.15","","","true","false","false","false","1441","656","5","0","2023-04-14T15:29:36+00:00"
"292","774","116","2","35","","","true","false","false","false","1442","657","5","0","2023-04-14T16:00:25+00:00"
"293","774","218","1","2.5","","","true","false","false","false","1444","657","5","0","2023-04-14T16:00:25+00:00"
"294","768","218","1","2.5","","","true","false","false","false","1445","653","5","0","2023-04-14T15:09:02+00:00"
"295","769","218","1","2.5","","","true","false","false","false","1446","656","5","0","2023-04-14T15:29:36+00:00"
"296","773","118","1","80","","","true","false","false","false","1447","661","5","0","2023-04-14T18:10:33+00:00"
"298","773","191","1","60","","","true","false","false","false","1469","661","5","0","2023-04-14T18:10:33+00:00"
"299","757","6","2","13.15","","","true","false","false","false","1472","671","5","0","2023-04-15T15:45:00+00:00"
"300","757","16","2","10.32","","","true","false","false","false","1473","671","5","0","2023-04-15T15:45:00+00:00"
"301","757","177","1","70","","","true","false","false","false","1474","671","5","0","2023-04-15T15:45:01+00:00"
"304","783","216","1","15","","","true","false","false","false","1484","673","1","0","2023-04-15T15:50:34+00:00"
"305","771","137","1","40","","","true","false","false","false","1488","713","5","0","2023-04-21T13:26:50+00:00"
"306","771","112","1","20","","","true","false","false","false","1489","713","5","0","2023-04-21T13:26:50+00:00"
"307","771","223","1","100","","","true","false","false","false","1490","713","5","0","2023-04-21T13:26:50+00:00"
"308","784","177","1","70","","","true","false","false","false","1491","686","5","0","2023-04-18T17:26:59+00:00"
"309","777","137","1","40","","","true","false","false","false","1494","676","5","0","2023-04-15T17:26:05+00:00"
"310","777","225","1","20","","","true","false","false","false","1495","676","5","0","2023-04-15T17:26:05+00:00"
"311","777","223","1","100","","","true","false","false","false","1496","676","5","0","2023-04-15T17:26:05+00:00"
"312","778","137","1","40","","","true","false","false","false","1502","676","2","0","2023-04-15T17:26:10+00:00"
"313","778","223","1","100","","","true","false","false","false","1503","676","2","0","2023-04-15T17:26:10+00:00"
"314","778","112","1","20","","","true","false","false","false","1504","676","2","0","2023-04-15T17:26:10+00:00"
"315","778","218","1","2.5","","","true","false","false","false","1505","676","2","0","2023-04-15T17:26:10+00:00"
"316","785","137","1","40","","","true","false","false","false","1506","675","2","0","2023-04-15T17:15:03+00:00"
"318","785","112","1","20","","","true","false","false","false","1508","675","2","0","2023-04-15T17:15:03+00:00"
"320","790","16","1","10.32","","","true","false","false","false","1531","700","5","0","2023-04-19T19:16:04+00:00"
"321","790","6","1","13.15","","","true","false","false","false","1533","700","5","0","2023-04-19T19:16:05+00:00"
"322","794","6","1","13.15","","","true","false","false","false","1535","696","5","0","2023-04-19T18:14:54+00:00"
"323","791","67","1","18","","","true","false","false","false","1539","700","5","0","2023-04-19T19:16:08+00:00"
"324","791","49","1","29.95","","","true","false","false","false","1540","700","5","0","2023-04-19T19:16:08+00:00"
"325","791","8","1","50","","","true","false","false","false","1553","700","2","0","2023-04-19T19:16:08+00:00"
"326","799","24","1","70","","","true","false","false","false","1558","716","2","0","2023-04-21T18:53:49+00:00"
"328","800","112","1","20","","","true","false","false","false","1562","715","2","0","2023-04-21T15:54:31+00:00"
"329","789","120","1","150","","","true","false","false","false","1563","0","2","0","2023-04-20T12:51:59+00:00"
"330","791","218","1","2.5","","","true","false","false","false","1564","700","2","0","2023-04-19T19:16:08+00:00"
"331","790","218","1","2.5","","","true","false","false","false","1565","700","2","0","2023-04-19T19:16:05+00:00"
